LILAS     	3	7.9900000000000002	19961212000000	10381	19970109000000	Carrera 52 con Ave. Bolivar #65-98 Llano Largo	Barquisimeto	Venezuela	LILA-Supermercado	19961213000000	3508	Lara	3
ERNSH     	4	94.769999999999996	19961213000000	10382	19970110000000	Kirchgasse 6	Graz	Austria	Ernst Handel	19961216000000	8010		1
AROUT     	8	34.240000000000002	19961216000000	10383	19970113000000	Brook Farm\nStratford St. Mary	Colchester	UK	Around the Horn	19961218000000	CO7 6JX	Essex	3
BERGS     	3	168.63999999999999	19961216000000	10384	19970113000000	Berguvsvagen  8	Lulea	Sweden	Berglunds snabbkop	19961220000000	S-958 22		3
SPLIR     	1	30.960000000000001	19961217000000	10385	19970114000000	P.O. Box 555	Lander	USA	Split Rail Beer & Ale	19961223000000	82520	WY	2
FAMIA     	9	13.99	19961218000000	10386	19970101000000	Rua Oros, 92	Sao Paulo	Brazil	Familia Arquibaldo	19961225000000	05442-030	SP	3
SANTG     	1	93.629999999999995	19961218000000	10387	19970115000000	Erling Skakkes gate 78	Stavern	Norway	Sante Gourmet	19961220000000	4110		2
SEVES     	2	34.859999999999999	19961219000000	10388	19970116000000	90 Wadhurst Rd.	London	UK	Seven Seas Imports	19961220000000	OX15 4NB		1
BOTTM     	4	47.420000000000002	19961220000000	10389	19970117000000	23 Tsawassen Blvd.	Tsawassen	Canada	Bottom-Dollar Markets	19961224000000	T2F 8M4	BC	2
ERNSH     	6	126.38	19961223000000	10390	19970120000000	Kirchgasse 6	Graz	Austria	Ernst Handel	19961226000000	8010		1
DRACD     	3	5.4500000000000002	19961223000000	10391	19970120000000	Walserweg 21	Aachen	Germany	Drachenblut Delikatessen	19961231000000	52066		3
PICCO     	2	122.45999999999999	19961224000000	10392	19970121000000	Geislweg 14	Salzburg	Austria	Piccolo und mehr	19970101000000	5020		3
SAVEA     	1	126.56	19961225000000	10393	19970122000000	187 Suffolk Ln.	Boise	USA	Save-a-lot Markets	19970103000000	83720	ID	3
HUNGC     	1	30.34	19961225000000	10394	19970122000000	City Center Plaza\n516 Main St.	Elgin	USA	Hungry Coyote Import Store	19970103000000	97827	OR	3
HILAA     	6	184.41	19961226000000	10395	19970123000000	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristobal	Venezuela	HILARION-Abastos	19970103000000	5022	Tachira	1
FRANK     	1	135.34999999999999	19961227000000	10396	19970110000000	Berliner Platz 43	Munchen	Germany	Frankenversand	19970106000000	80805		3
PRINI     	5	60.259999999999998	19961227000000	10397	19970124000000	Estrada da saude n. 58	Lisboa	Portugal	Princesa Isabel Vinhos	19970102000000	1756		1
SAVEA     	2	89.159999999999997	19961230000000	10398	19970127000000	187 Suffolk Ln.	Boise	USA	Save-a-lot Markets	19970109000000	83720	ID	3
VAFFE     	8	27.359999999999999	19961231000000	10399	19970114000000	Smagsloget 45	Arhus	Denmark	Vaffeljernet	19970108000000	8200		3
EASTC     	1	83.930000000000007	19970101000000	10400	19970129000000	35 King George	London	UK	Eastern Connection	19970116000000	WX3 6FW		3
RATTC     	1	12.51	19970101000000	10401	19970129000000	2817 Milton Dr.	Albuquerque	USA	Rattlesnake Canyon Grocery	19970110000000	87110	NM	1
ERNSH     	8	67.879999999999995	19970102000000	10402	19970213000000	Kirchgasse 6	Graz	Austria	Ernst Handel	19970110000000	8010		2
ERNSH     	4	73.790000000000006	19970103000000	10403	19970131000000	Kirchgasse 6	Graz	Austria	Ernst Handel	19970109000000	8010		3
MAGAA     	2	155.97	19970103000000	10404	19970131000000	Via Ludovico il Moro 22	Bergamo	Italy	Magazzini Alimentari Riuniti	19970108000000	24100		1
LINOD     	1	34.82	19970106000000	10405	19970203000000	Ave. 5 de Mayo Porlamar	I. de Margarita	Venezuela	LINO-Delicateses	19970122000000	4980	Nueva Esparta	1
QUEEN     	7	108.04000000000001	19970107000000	10406	19970218000000	Alameda dos Canarios, 891	Sao Paulo	Brazil	Queen Cozinha	19970113000000	05487-020	SP	1
OTTIK     	2	91.480000000000004	19970107000000	10407	19970204000000	Mehrheimerstr. 369	Koln	Germany	Ottilies Kaseladen	19970130000000	50739		2
FOLIG     	8	11.26	19970108000000	10408	19970205000000	184, chaussee de Tournai	Lille	France	Folies gourmandes	19970114000000	59000		1
OCEAN     	3	29.829999999999998	19970109000000	10409	19970206000000	Ing. Gustavo Moncada 8585\nPiso 20-A	Buenos Aires	Argentina	Oceano Atlantico Ltda.	19970114000000	1010		1
BOTTM     	3	2.3999999999999999	19970110000000	10410	19970207000000	23 Tsawassen Blvd.	Tsawassen	Canada	Bottom-Dollar Markets	19970115000000	T2F 8M4	BC	3
BOTTM     	9	23.649999999999999	19970110000000	10411	19970207000000	23 Tsawassen Blvd.	Tsawassen	Canada	Bottom-Dollar Markets	19970121000000	T2F 8M4	BC	3
WARTH     	8	3.77	19970113000000	10412	19970210000000	Torikatu 38	Oulu	Finland	Wartian Herkku	19970115000000	90110		2
LAMAI     	3	95.659999999999997	19970114000000	10413	19970211000000	1 rue Alsace-Lorraine	Toulouse	France	La maison d'Asie	19970116000000	31000		2
FAMIA     	2	21.48	19970114000000	10414	19970211000000	Rua Oros, 92	Sao Paulo	Brazil	Familia Arquibaldo	19970117000000	05442-030	SP	3
HUNGC     	3	0.20000000000000001	19970115000000	10415	19970212000000	City Center Plaza\n516 Main St.	Elgin	USA	Hungry Coyote Import Store	19970124000000	97827	OR	1
WARTH     	8	22.719999999999999	19970116000000	10416	19970213000000	Torikatu 38	Oulu	Finland	Wartian Herkku	19970127000000	90110		3
SIMOB     	4	70.290000000000006	19970116000000	10417	19970213000000	Vinb?ltet 34	Kobenhavn	Denmark	Simons bistro	19970128000000	1734		3
QUICK     	4	17.550000000000001	19970117000000	10418	19970214000000	Taucherstra?e 10	Cunewalde	Germany	QUICK-Stop	19970124000000	01307		1
RICSU     	4	137.34999999999999	19970120000000	10419	19970217000000	Starenweg 5	Geneve	Switzerland	Richter Supermarkt	19970130000000	1204		2
WELLI     	3	44.119999999999997	19970121000000	10420	19970218000000	Rua do Mercado, 12	Resende	Brazil	Wellington Importadora	19970127000000	08737-363	SP	1
QUEDE     	8	99.230000000000004	19970121000000	10421	19970304000000	Rua da Panificadora, 12	Rio de Janeiro	Brazil	Que Delicia	19970127000000	02389-673	RJ	1
FRANS     	2	3.02	19970122000000	10422	19970219000000	Via Monte Bianco 34	Torino	Italy	Franchi S.p.A.	19970131000000	10100		1
GOURL     	6	24.5	19970123000000	10423	19970206000000	Av. Brasil, 442	Campinas	Brazil	Gourmet Lanchonetes	19970224000000	04876-786	SP	3
MEREP     	7	370.61000000000001	19970123000000	10424	19970220000000	43 rue St. Laurent	Montreal	Canada	Mere Paillarde	19970127000000	H1J 1C3	Quebec	2
LAMAI     	6	7.9299999999999997	19970124000000	10425	19970221000000	1 rue Alsace-Lorraine	Toulouse	France	La maison d'Asie	19970214000000	31000		2
GALED     	4	18.690000000000001	19970127000000	10426	19970224000000	Rambla de Cataluna, 23	Barcelona	Spain	Galeria del gastronomo	19970206000000	8022		1
PICCO     	4	31.289999999999999	19970127000000	10427	19970224000000	Geislweg 14	Salzburg	Austria	Piccolo und mehr	19970303000000	5020		2
REGGC     	7	11.09	19970128000000	10428	19970225000000	Strada Provinciale 124	Reggio Emilia	Italy	Reggiani Caseifici	19970204000000	42100		1
HUNGO     	3	56.630000000000003	19970129000000	10429	19970312000000	8 Johnstown Road	Cork	Ireland	Hungry Owl All-Night Grocers	19970207000000		Co. Cork	2
ERNSH     	4	458.77999999999997	19970130000000	10430	19970213000000	Kirchgasse 6	Graz	Austria	Ernst Handel	19970203000000	8010		1
